param,value,P0_exists,P1_exists,P2_exists,P3_exists,predicted_regime,theory_S,theory_x,theory_y,theory_z,sim_regime,sim_S,sim_x,sim_y,sim_z,agree
D3,0.8,True,True,True,True,P3,0.06349647207389353,0.7174620058660217,0.3494736842105263,0.040018867800480154,P3,0.06349647207580209,0.7174620058542844,0.34947368421052405,0.0400188677942908,True
D3,0.8250000000000001,True,True,True,True,P3,0.06524168839678168,0.7021779608641953,0.36278145695364244,0.03212456067260299,P3,0.06524168839588255,0.7021779608714709,0.3627814569536396,0.0321245606765087,True
D3,0.8500000000000001,True,True,True,True,P3,0.06705091839103261,0.6871532669848563,0.3762666666666667,0.024167916904746192,P3,0.0670509183894079,0.6871532669953759,0.3762666666666648,0.024167916910499406,True
D3,0.8750000000000001,True,True,True,True,P3,0.06892712315675453,0.6723845711959313,0.38993288590604036,0.01614912253995574,P3,0.06892712315650171,0.6723845712138876,0.38993288589149494,0.016149122548961094,True
D3,0.9000000000000001,True,True,True,True,P3,0.07087345897889463,0.6578682832134477,0.40378378378378393,0.00806819679525242,P3,0.0708733904529449,0.6578687794212088,0.4037833128246567,0.008068463149202433,True
D3,0.925,True,True,True,False,P2,0.0728744129773986,0.6437304075235111,0.4176934176726035,0.0,P2,0.07268048621568592,0.645067197948946,0.41636260457900054,0.0007677285011673003,True
D3,0.9500000000000001,True,True,True,False,P2,0.0728744129773986,0.6437304075235111,0.4176934176726035,0.0,P2,0.07287433006357213,0.6437309762860578,0.41769286069350814,3.134254173226462e-07,True
D3,0.9750000000000001,True,True,True,False,P2,0.0728744129773986,0.6437304075235111,0.4176934176726035,0.0,P2,0.07287441296878451,0.6437304075749111,0.41769341761443246,2.701901694783935e-11,True
D3,1.0,True,True,True,False,P2,0.0728744129773986,0.6437304075235111,0.4176934176726035,0.0,P2,0.07287441297629564,0.6437304075235166,0.41769341766375845,1.7709439366559309e-15,True
D3,1.0250000000000001,True,True,True,False,P2,0.0728744129773986,0.6437304075235111,0.4176934176726035,0.0,P2,0.07287441297629609,0.6437304075235135,0.4176934176637614,1.0376327145887815e-19,True
D3,1.05,True,True,True,False,P2,0.0728744129773986,0.6437304075235111,0.4176934176726035,0.0,P2,0.07287441297629609,0.6437304075235135,0.4176934176637614,5.715354697234143e-24,True
D3,1.0750000000000002,True,True,True,False,P2,0.0728744129773986,0.6437304075235111,0.4176934176726035,0.0,P2,0.07287441297629609,0.6437304075235135,0.4176934176637614,3.0262466026152044e-28,True
D3,1.1,True,True,True,False,P2,0.0728744129773986,0.6437304075235111,0.4176934176726035,0.0,P2,0.07287441297629609,0.6437304075235135,0.4176934176637614,1.558889899214612e-32,True
D3,1.125,True,True,True,False,P2,0.0728744129773986,0.6437304075235111,0.4176934176726035,0.0,P2,0.07287441297629609,0.6437304075235135,0.4176934176637614,7.868635395064334e-37,True
D3,1.1500000000000001,True,True,True,False,P2,0.0728744129773986,0.6437304075235111,0.4176934176726035,0.0,P2,0.07287441297629609,0.6437304075235135,0.4176934176637614,3.9101736102833016e-41,True
D3,1.175,True,True,True,False,P2,0.0728744129773986,0.6437304075235111,0.4176934176726035,0.0,P2,0.07287441297629609,0.6437304075235135,0.4176934176637614,1.9191960481005538e-45,True
D3,1.2000000000000002,True,True,True,False,P2,0.0728744129773986,0.6437304075235111,0.4176934176726035,0.0,P2,0.07287441297629609,0.6437304075235135,0.4176934176637614,9.325977569252342e-50,True
D3,1.225,True,True,True,False,P2,0.0728744129773986,0.6437304075235111,0.4176934176726035,0.0,P2,0.07287441297629609,0.6437304075235135,0.4176934176637614,4.4945903188236567e-54,True
D3,1.2500000000000002,True,True,True,False,P2,0.0728744129773986,0.6437304075235111,0.4176934176726035,0.0,P2,0.07287441297629609,0.6437304075235135,0.4176934176637614,2.1512911148534196e-58,True
D3,1.2750000000000001,True,True,True,False,P2,0.0728744129773986,0.6437304075235111,0.4176934176726035,0.0,P2,0.07287441297629609,0.6437304075235135,0.4176934176637614,1.0237363665357653e-62,True
D3,1.3,True,True,True,False,P2,0.0728744129773986,0.6437304075235111,0.4176934176726035,0.0,P2,0.07287441297629609,0.6437304075235135,0.4176934176637614,4.847643571174925e-67,True
