param,value,P0_exists,P1_exists,P2_exists,P3_exists,predicted_regime,theory_S,theory_x,theory_y,theory_z,sim_regime,sim_S,sim_x,sim_y,sim_z,agree
D2,0.1,True,True,True,True,P3,0.05506726861131028,0.8045970948911543,0.28053367217280817,0.5076232418525459,P3,0.05506725472947421,0.8045972438095312,0.280533729794733,0.5076229468044097,True
D2,0.2,True,True,True,True,P3,0.05506726861131028,0.8045970948911543,0.28053367217280817,0.46543772724009363,P3,0.055067268506597114,0.804597096094008,0.28053367190339673,0.4654377258641436,True
D2,0.30000000000000004,True,True,True,True,P3,0.05506726861131028,0.8045970948911543,0.28053367217280817,0.42325221262764123,P3,0.05506726861060115,0.8045970949129212,0.280533672167939,0.4232522126359443,True
D2,0.4,True,True,True,True,P3,0.05506726861131028,0.8045970948911543,0.28053367217280817,0.3810666980151889,P3,0.05506726861093895,0.8045970949087046,0.2805336721728149,0.38106669802356075,True
D2,0.5000000000000001,True,True,True,True,P3,0.05506726861131028,0.8045970948911543,0.28053367217280817,0.3388811834027365,P3,0.055067268610937956,0.8045970949087159,0.2805336721728108,0.33888118341109896,True
D2,0.6000000000000001,True,True,True,True,P3,0.05506726861131028,0.8045970948911543,0.28053367217280817,0.29669566879028414,P3,0.05506726861093781,0.804597094908718,0.28053367217280584,0.29669566879864995,True
D2,0.7000000000000001,True,True,True,True,P3,0.05506726861131028,0.8045970948911543,0.28053367217280817,0.25451015417783185,P3,0.05506726861093781,0.804597094908718,0.28053367217280567,0.2545101541861977,True
D2,0.8000000000000002,True,True,True,True,P3,0.05506726861131028,0.8045970948911543,0.28053367217280817,0.21232463956537942,P3,0.05506726861093781,0.804597094908718,0.2805336721728058,0.21232463957374131,True
D2,0.9000000000000001,True,True,True,True,P3,0.05506726861131028,0.8045970948911543,0.28053367217280817,0.17013912495292707,P3,0.055067268610937824,0.8045970949087178,0.28053367217280584,0.17013912496129135,True
D2,1.0000000000000002,True,True,True,True,P3,0.05506726861131028,0.8045970948911543,0.28053367217280817,0.12795361034047467,P3,0.05506726861093793,0.8045970949087167,0.2805336721728066,0.12795361034884,True
D2,1.1000000000000003,True,True,True,True,P3,0.05506726861131028,0.8045970948911543,0.28053367217280817,0.0857680957280223,P3,0.05506726861093773,0.8045970949087187,0.28053367217280883,0.0857680957363848,True
D2,1.2000000000000004,True,True,True,True,P3,0.05506726861131028,0.8045970948911543,0.28053367217280817,0.0435825811155699,P3,0.055067268610937435,0.8045970949087222,0.28053367217280645,0.04358258112393405,True
D2,1.3000000000000003,True,True,True,True,P3,0.05506726861131028,0.8045970948911543,0.28053367217280817,0.0013970665031176042,P3,0.05501658555001414,0.8051999189417133,0.28009556114041795,0.0016802145251156647,True
D2,1.4000000000000004,True,True,True,False,P2,0.04849669861869188,0.8931034482758625,0.2203348704508996,0.0,P2,0.04849669861816464,0.8931034482758655,0.22033487044515288,4.243852687419606e-24,True
D2,1.5000000000000004,True,True,True,False,P2,0.04282154268366867,0.991071428571429,0.16240468582936082,0.0,P2,0.0428215426837141,0.9910714285714336,0.1624046858299036,3.3682551013445978e-46,True
D2,1.6000000000000003,True,True,True,False,P2,0.03802918106157449,1.096296296296297,0.10789842852192089,0.0,P2,0.03802918106019088,1.0962962962963003,0.10789842850404867,2.2627545285570203e-68,True
D2,1.7000000000000004,True,True,True,False,P2,0.033931557311007055,1.2096153846153852,0.055967862217285703,0.0,P2,0.033931557310866646,1.2096153846153888,0.05596786221532858,1.0343505099966154e-90,True
D2,1.8000000000000005,True,True,True,False,P2,0.030389758889214136,1.332000000000001,0.0058723561764744536,0.0,P2,0.03039259987048159,1.3318905172625513,0.005914132044595596,1.143023853426917e-112,True
D2,1.9000000000000004,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222145,1.3251104986024305e-17,2.4237211019815793e-116,True
D2,2.0000000000000004,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222145,9.236727126214929e-35,1.3224942862085397e-116,True
D2,2.1000000000000005,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222145,5.058053075346046e-52,9.866711740217183e-117,True
D2,2.2000000000000006,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222145,2.5400030332374754e-69,8.19436844991527e-117,True
D2,2.3000000000000007,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222145,1.219166272315663e-86,7.181504060432144e-117,True
D2,2.4000000000000004,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222145,5.691155753513806e-104,6.499233540744842e-117,True
D2,2.5000000000000004,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.0300000000000002,1.3472222222222143,2.6071340292199695e-121,6.00764395569781e-117,True
D2,2.6000000000000005,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222145,1.1783229901468212e-138,5.636471149827372e-117,True
D2,2.7000000000000006,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222148,5.272131684045666e-156,5.346343040999974e-117,True
D2,2.8000000000000007,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222148,2.3406463305164924e-173,5.113408459800999e-117,True
D2,2.900000000000001,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222148,1.0328232848528741e-190,4.922348056035581e-117,True
D2,3.0000000000000004,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222148,4.535014160955915e-208,4.7628628482510194e-117,True
D2,3.1000000000000005,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222148,1.9832867451755816e-225,4.6277701801746494e-117,True
D2,3.2000000000000006,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222148,8.64464682441065e-243,4.511907126950608e-117,True
D2,3.3000000000000007,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222148,3.7574980678011574e-260,4.411467276210564e-117,True
D2,3.400000000000001,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222148,1.6293950761500194e-277,4.3235830178469514e-117,True
D2,3.500000000000001,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222148,7.05147567828221e-295,4.246053308676076e-117,True
D2,3.600000000000001,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222148,3.04636222597e-312,4.1771609782891505e-117,True
D2,3.7000000000000006,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222148,6.4e-323,4.115546975988579e-117,True
D2,3.8000000000000007,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222148,6e-323,4.0601218679856445e-117,True
D2,3.900000000000001,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222148,6e-323,4.0100023162932584e-117,True
D2,4.000000000000001,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222148,5.4e-323,3.964464683834059e-117,True
D2,4.1000000000000005,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222148,5.4e-323,3.922910612869242e-117,True
D2,4.2,True,True,False,False,P1,0.030000000000000002,1.3472222222222223,0.0,0.0,P1,0.030000000000000193,1.3472222222222148,5e-323,3.884841122879291e-117,True
