param,baseline,S3,x3,y3,z3,note
a1,4.8,-1.3378778294292943,0.08832499399347711,0.0,0.4150017948223387,
k1,0.17,1.0103566583660306,-0.06670261069292512,0.0,-0.3134051185966282,
a2,4.3,0.5863368640372275,-0.47704983140483037,0.0,4.500640105249737,
k2,1.85,-0.40865960421224423,0.33246753505891496,0.0,-3.136576906336577,
a3,4.6,-0.6855661051875978,0.5576970636585407,-1.1691559593076206,1.4519347246638121,
k3,1.66,0.5863368640372275,-0.47704983140483037,0.9999999999999915,-1.241381096810975,
D1,0.72,0.9290228104146855,-0.7559004839007586,0.0,-3.551527461991977,
D2,1.11,0.0,0.0,0.0,-5.742021202060745,
D3,0.665,0.685434878428296,-0.5576654272266006,1.1689995266848563,-2.45121215800497,
